State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
3400,08-02-2020,-5.36,-24.6,-36.5,6.51,10.9,-7.78,-59.3,14.2,17.3
3600,08-02-2020,-5.27,-25.8,-54.3,5.57,13.7,-7.34,-61.7,15.8,17.6
4400,08-02-2020,-8.78,-28.3,-54.6,-11.1,9.66,-25.9,-39.5,4.77,0.4
900,08-03-2020,-4.91,-29.6,-42.9,5.47,18.5,-8.73,-62.8,17.7,17.1
2500,08-03-2020,-1.94,-22.6,-33.9,9.99,20.2,-8.39,-66,19.3,18.3
3400,08-03-2020,-4.21,-25.4,-36.1,6.46,12.7,-4,-57.4,15,17.3
3600,08-03-2020,-3.95,-25.7,-53.5,5.8,14.4,-4.4,-59.2,16,17.5
4400,08-03-2020,-7.97,-29.2,-53.7,-8.87,11.1,-24.7,-45.3,5.39,0.123
900,08-04-2020,-6.25,-30.3,-44.2,2.12,16.8,-10.2,-63.7,15.4,14.4
2500,08-04-2020,-1.44,-23.8,-31.7,11.1,19.9,-6.05,-65.2,19,18
3400,08-04-2020,-6.23,-26.6,-34.9,2.48,8.48,-9.18,-57.3,10.9,13.4
3600,08-04-2020,-4.68,-26.3,-54.2,4.52,12.9,-6.47,-58.4,14.3,15.6
4400,08-04-2020,-6.58,-31.4,-55,-5.05,10.1,-23.6,-42.4,9.85,9.87
900,08-05-2020,-9.37,-31.1,-46.1,-3.08,12.9,-18.5,-63.8,10.1,8.17
2500,08-05-2020,-1.81,-25,-33.3,12.1,19.7,-3.67,-63.1,19.3,18.8
3400,08-05-2020,-6.9,-26.5,-37,1.16,7.73,-10.2,-57.1,10.3,12.9
3600,08-05-2020,-5.01,-26.1,-54.1,3.01,12.1,-7.5,-58.7,13.1,14
4400,08-05-2020,-7.68,-31.5,-59.4,-6.57,9.08,-22.4,-47.2,8.64,8.27
900,08-06-2020,-9.75,-30.7,-46.4,-5.99,12,-23.7,-66.4,8.29,5.71
2500,08-06-2020,-1.02,-25.8,-30.5,13.9,20,-1.74,-59,19.9,19.7
3400,08-06-2020,-5.95,-26.1,-39.1,1.83,8.23,-10.5,-56.9,11.2,14.2
3600,08-06-2020,-4.88,-25.4,-53.5,3.06,12.8,-11.6,-59.7,13.4,13.9
4400,08-06-2020,-10.1,-34.4,-63.1,-9.13,8.63,-21.3,-52.5,11.4,14.2
900,08-07-2020,-11.9,-31.2,-46.2,-6.8,11.2,-29.1,-68.8,5.96,2.41
2500,08-07-2020,-0.913,-26.4,-27.7,13.4,20.6,4.35,-56.1,20.4,20.2
3400,08-07-2020,-5.26,-26.4,-40,3.05,8.8,-11.8,-55.5,11.9,15
3600,08-07-2020,-5.54,-25.4,-55.4,1.77,11.9,-12.6,-60.3,12.7,13.5
4400,08-07-2020,-8.52,-35.2,-58.9,-3.79,10.4,-20.1,-59,14.9,19.2
900,08-08-2020,-11.6,-31,-48.1,-6.06,12.5,-34.1,-70.1,7.39,3.87
2500,08-08-2020,-0.0201,-24.9,-22,15.1,21.7,0.582,-56.7,21.6,21.6
3400,08-08-2020,-2.84,-26.5,-31.6,5.65,10.2,-9.77,-54.1,14.6,18.9
3600,08-08-2020,-4.14,-25,-51,2.41,12.9,-9.94,-61.4,13.4,13.8
4400,08-08-2020,-8.03,-37.4,-64.9,-3.4,10.4,-19,-62.3,20.5,30.8
900,08-09-2020,-11.1,-29.8,-45.6,-5.8,14.1,-33.9,-73.3,7.83,3.49
2500,08-09-2020,0.456,-23.3,-21.8,14.6,20.6,6.41,-56.6,19.6,18.5
3400,08-09-2020,-1.73,-26.3,-30,6.48,10.2,-8.28,-54.4,15.1,19.8
3600,08-09-2020,-3.27,-24.3,-49.6,1.71,13.4,-10.2,-61.6,13.5,13.6
4400,08-09-2020,-4.58,-36.7,-66,-1.24,11.4,-17.9,-72.2,17.9,23.8
900,08-10-2020,-12.5,-29.9,-46.2,-6.8,13.6,-36.3,-74.1,7.47,3.23
2500,08-10-2020,-0.158,-23.6,-23,15.3,20.7,3.57,-59,19.4,18.2
3400,08-10-2020,-2.92,-25.8,-30.9,6.03,8.23,-11.9,-57,14.1,19.7
3600,08-10-2020,-4.16,-24.3,-49.5,1.02,12.6,-12.2,-64.1,13.1,13.4
4400,08-10-2020,-4.74,-35,-63.4,-1.6,10.5,-22.1,-59,20.2,29.4
900,08-11-2020,-11.1,-27.5,-45.5,-3.81,17.1,-34.3,-72.2,9.64,4.57
2500,08-11-2020,-0.962,-22.8,-24.4,15.2,20.6,3.63,-60.5,18.1,15.8
3400,08-11-2020,-0.253,-24.3,-31.5,10.3,12.1,-5.85,-55.1,18.6,24.8
3600,08-11-2020,-3.16,-23.2,-48.3,1.81,13.9,-7.99,-64,14.4,14.7
4400,08-11-2020,-5.21,-36.7,-57.3,-3.2,9.2,-26.4,-62.2,16.6,23.4
900,08-12-2020,-7.78,-26.2,-43,-0.251,23.3,-24.8,-72,14,7.73
2500,08-12-2020,-0.675,-21.6,-23.6,13.3,21.6,-1.51,-61.4,17.3,13.4
3400,08-12-2020,0.429,-24.7,-28.3,11,12.8,-7.32,-55.5,18.8,24.6
3600,08-12-2020,-2.34,-23,-47,3.11,15.2,-8.52,-63.5,15.3,15.4
4400,08-12-2020,-4.89,-35.8,-52.2,-6.91,7.68,-30.7,-60.6,5.84,4.14
900,08/13/2020,-7.12,-26.2,-40.9,-0.451,25.1,-22.5,-71.2,14.8,7.93
2500,08/13/2020,-2,-21.2,-25.5,10.5,20.2,-2.15,-65.1,14.9,10.1
3400,08/13/2020,0.0987,-25.3,-26.6,10.1,12.2,-7.24,-54.5,17.6,22.8
3600,08/13/2020,-1.79,-23.5,-48,3.14,13.7,-7.69,-62.4,15.3,16.7
4400,08/13/2020,-2.36,-35.4,-47.6,-4.92,10.2,-35,-71.2,6.98,4.09
900,08/14/2020,-5.32,-25.8,-40.2,-0.878,27.8,-18.1,-69.5,16.2,8.64
2500,08/14/2020,-3.23,-20.7,-31.4,10.9,18.2,-7.78,-68.9,12.1,6.79
3400,08/14/2020,-0.786,-24.5,-27.3,7.12,11.1,-8.67,-54.1,15.9,20.5
3600,08/14/2020,-1.79,-22.7,-46.3,3.11,14.1,-7.42,-61.2,15.5,16.7
4400,08/14/2020,-3.25,-33.9,-48.2,-18.6,5.93,-39.3,-74.1,0.991,-2.93
900,08/15/2020,-4.91,-25.9,-41.9,-0.0877,28.3,-11.3,-69.1,15.9,7.82
2500,08/15/2020,-4.52,-20.7,-33.9,8.79,17.6,-3.19,-68.2,9.52,2.29
3400,08/15/2020,-2.32,-24.5,-27.9,4.7,10.1,-11,-54.7,13.7,17.2
3600,08/15/2020,-2.26,-22.8,-48.4,2.72,13.6,-9.92,-60.9,15.9,17.9
4400,08/15/2020,-1.4,-33.7,-38.7,-16.1,5.53,-43.6,-70.1,0.489,-3.34
900,08/16/2020,-5.3,-27,-44.3,1.75,28.1,-12.4,-67.2,15.5,7.5
2500,08/16/2020,-4.6,-20.6,-34.4,7.8,18.7,-8.3,-68.3,10.2,2.77
3400,08/16/2020,-3.09,-25.4,-30.3,4.42,9.95,-12.1,-53.7,13.3,16.5
3600,08/16/2020,-2.31,-23.6,-49.6,2.51,13.5,-9.5,-59.5,15.8,17.7
4400,08/16/2020,-1.5,-31.3,-13,-18.9,4.9,-47.9,-70.4,-0.735,-4.93
900,08/17/2020,-5.41,-26.5,-44.2,1.05,25.4,-13.1,-67.9,14.2,7.05
2500,08/17/2020,-5.72,-20.3,-32.7,5.39,18.8,-5.09,-70,6.32,-5.69
3400,08/17/2020,-3.03,-25.5,-31,3.68,9.98,-11.1,-53.1,13.3,16.5
3600,08/17/2020,-2.81,-24,-49.6,1.5,13.4,-11.4,-59.8,15.1,16.6
4400,08/17/2020,-0.712,-31.7,-10.5,-18.5,-0.0061,-37.9,-88.3,-4.94,-8.77
900,08/18/2020,-5.67,-28.1,-42.8,-0.0803,24.7,-13.2,-68.9,13.5,6.56
2500,08/18/2020,-5.82,-20.1,-33.6,-0.0383,20.3,-1.91,-68.2,4.77,-9.81
3400,08/18/2020,-3.56,-25.2,-31.5,1.14,9.91,-12.1,-53.5,11.9,14
3600,08/18/2020,-2.61,-24,-48.5,0.606,13.8,-12.1,-60.1,15,16
4400,08/18/2020,4.5,-25.2,16.8,-20.1,0.974,-27.9,16.7,-4.4,-8.68
900,08/19/2020,-6.28,-28.8,-42.9,-0.758,20.7,-12.8,-67,12,6.53
2500,08/19/2020,-5.45,-20,-32.3,-0.549,19.4,2.46,-68.1,5.8,-7.05
3400,08/19/2020,-3.31,-25.3,-32.4,0.867,10.8,-9.35,-53.4,12.5,14.3
3600,08/19/2020,-2.87,-24.1,-48.9,-0.433,13.8,-10.7,-58.7,14.2,14.5
4400,08/19/2020,5.56,-26.8,39.2,-15.9,-4.28,-17.8,13.4,4.44,12.6
900,08/20/2020,-5.52,-28.6,-41.2,0.257,18.9,-11.9,-65.1,12,7.59
2500,08/20/2020,-4.44,-19.7,-29.5,-0.623,21.1,2.03,-68.6,7.96,-4.52
3400,08/20/2020,-3.51,-25.2,-32.3,-0.373,10.4,-8.52,-54.7,12,13.7
3600,08/20/2020,-3.41,-23.7,-49.1,-1.15,14.7,-6.49,-59.4,13.4,12.3
4400,08/20/2020,7.84,-25.9,35,-18.1,-2.54,-7.83,57,7.79,17.6
900,08/21/2020,-5.14,-28.3,-42.9,0.927,15.7,-11.1,-66.4,11.9,9.42
2500,08/21/2020,-2.75,-19.4,-24.2,-2.4,22.7,-1.25,-68.4,10.8,-0.513
3400,08/21/2020,-3.56,-26,-31.6,-0.557,9.09,-6.21,-55,10.8,12.5
3600,08/21/2020,-3.05,-23.9,-49.4,-1.37,14,-4.96,-60.1,12.9,12
4400,08/21/2020,6.37,-28.4,21.6,-9.38,-1.39,2.19,88.4,10.3,21.6
900,08/22/2020,-5.25,-27.7,-43.2,0.238,13.7,-11.7,-66.3,10.8,8.89
2500,08/22/2020,-1.24,-18.5,-24.4,-1.16,22.7,0.718,-68.1,13.1,3.88
3400,08/22/2020,-2.82,-26.3,-30.7,-0.0128,8.79,-4.79,-54.5,11,13.2
3600,08/22/2020,-2.22,-23.5,-47.4,-2.3,14.5,-1.48,-59.4,12.9,11.7
4400,08/22/2020,0.206,-28.2,6.95,-10.1,1.39,12.2,0.826,7.82,13.4
900,08/23/2020,-2.7,-25.1,-41.5,-0.401,16.3,-12.4,-67.6,13.4,11.4
2500,08/23/2020,-1.02,-18.2,-25.9,-1.68,21.7,0.286,-67.3,14.3,6.95
3400,08/23/2020,-2.88,-25.6,-27.2,-1.94,8.67,-5.16,-54.8,10,11.6
3600,08/23/2020,-2.39,-22.3,-49.5,-2.81,14.2,0.282,-59.2,12.7,11.5
4400,08/23/2020,0.117,-30,-18.9,-9.56,0.093,22.2,-6.56,11.1,21.6
900,08/24/2020,-4.54,-28,-44.2,-3.55,15.4,-10.3,-67.3,11.2,8.47
2500,08/24/2020,-0.177,-18.3,-25.8,-0.211,21.7,-3.36,-66.7,17,11.1
3400,08/24/2020,-2.8,-25.8,-26.7,-1.09,9.14,-3.14,-54.7,10.1,11.3
3600,08/24/2020,-2.05,-22.3,-50,-1.76,14.9,1.94,-58.5,13.6,12.6
4400,08/24/2020,-2.94,-27.9,-28.3,-6.66,6.25,19.1,-23.5,15.7,24.6
900,08/25/2020,-3.86,-28.1,-44.9,-5.38,13.6,-7,-66.8,10.1,7.79
2500,08/25/2020,0.147,-18.3,-23.5,1.33,19.2,-3.91,-66.3,18.2,15.2
3400,08/25/2020,-2.59,-26.5,-25.1,-0.293,9.41,-2.15,-56.4,10.7,12.2
3600,08/25/2020,-2.2,-22.6,-51.6,-1.38,15.1,2.37,-57.6,14.3,13.6
4400,08/25/2020,-8.98,-34.4,-52.5,-3.01,5.49,16,-100,16.3,26.6
900,08/26/2020,-2.19,-27.7,-43.3,-6.37,16,-7.25,-67.9,11.4,8.27
2500,08/26/2020,0.13,-17.7,-27.6,0.0871,19.8,-8.81,-67.4,18.2,14.9
3400,08/26/2020,-1.93,-25.8,-23.9,-0.824,9.62,-2.98,-54.5,10.6,11.8
3600,08/26/2020,-1.86,-22.8,-51.4,-0.555,15.2,2.67,-59.3,15.1,15
4400,08/26/2020,-11.8,-30.5,-62.5,-11.6,12.4,12.9,-100,12.5,12.4
900,08/27/2020,-3.28,-28.6,-48,-7.71,16.3,-9.22,-69.6,10.3,6.37
2500,08/27/2020,-0.304,-18.9,-30.3,-0.785,18.5,-1.01,-66.6,16.4,12.9
3400,08/27/2020,-1.49,-25.9,-25.6,-0.319,10.8,0.671,-53.1,11.4,12.3
3600,08/27/2020,-1.4,-22.9,-52.5,-1.2,16.2,0.0186,-58.3,15.3,14.7
4400,08/27/2020,-13.6,-31.8,-66.3,-9.16,6.98,9.85,-100,8.13,8.88
900,08/28/2020,-3.24,-30.3,-45.9,-8.62,16.9,-8.3,-67.9,10.8,6.79
2500,08/28/2020,-1.44,-19,-34.4,-1.27,17.6,2.98,-64.4,14.1,9.62
3400,08/28/2020,-1.73,-26,-27.8,-1.1,11,0.814,-53.7,11.4,12.2
3600,08/28/2020,-1.25,-22.8,-52.4,-1.37,15.8,1.61,-57,15.5,15.3
4400,08/28/2020,-11.2,-27.7,-59.6,-12.7,6.28,6.76,-100,8.94,10.9
900,08/29/2020,-2.66,-30.7,-45.9,-4.91,18,-9.76,-69.1,13.7,10.8
2500,08/29/2020,1.98,-19.7,-36.3,2.26,18.4,-1.07,-65.5,22,24.9
3400,08/29/2020,-1.26,-26.4,-27.8,0.739,12,1.23,-54.2,12.8,13.8
3600,08/29/2020,-0.954,-23.5,-53.8,0.459,16,2.8,-55.6,16,15.9
4400,08/29/2020,-7.19,-25.9,-57.5,-10.8,0.799,3.66,-94.2,9.83,18
900,08/30/2020,-2.19,-30.4,-43.4,-2.64,17.5,-8.3,-67,13.4,10.6
2500,08/30/2020,3.25,-19.9,-34.2,4.01,17,2.09,-65.6,24.8,32.5
3400,08/30/2020,-1.83,-26.3,-29.2,0.614,10.6,1.84,-54.4,12.3,14.1
3600,08/30/2020,-1.16,-23.8,-51.2,0.509,14.8,-0.087,-57.1,15.1,15.3
4400,08/30/2020,-8.37,-27.7,-56.9,-7.78,-2.95,0.565,-82.9,7.49,17.4
900,08/31/2020,-1.61,-28.6,-40.5,-0.201,14.9,-6.29,-67.2,13.7,12.9
2500,08/31/2020,3.55,-20.4,-35.4,2.37,14,7.16,-64.8,24.2,34.4
3400,08/31/2020,-2.22,-27,-28.7,-2.04,8.04,2.07,-53.8,9.63,11.3
3600,08/31/2020,-0.942,-24,-49,-1.02,12.5,3.42,-57.1,12.8,13.1
4400,08/31/2020,-4.95,-25.5,-59.5,-8.95,-7.82,-0.0717,-68.3,3.22,13.8
900,09-01-2020,-1.27,-28.4,-42.5,2.4,15.6,-6.85,-65.1,14.8,14.3
2500,09-01-2020,4.74,-22.4,-37.4,2.27,15.4,9.41,-64.3,25.9,36
3400,09-01-2020,-1.37,-27.9,-32.8,-3.81,7.33,5.18,-49.8,7.91,8.75
3600,09-01-2020,-0.159,-24.3,-48.8,-2.7,11.9,5.16,-54.2,10.9,10.1
4400,09-01-2020,-2.79,-21.2,-58.5,-5.34,-9.19,-0.709,-58.8,3.35,15.3
900,09-02-2020,-3.32,-30.9,-44.4,2.87,12,-7.98,-64,12.5,12.8
2500,09-02-2020,4.09,-24.3,-35.9,3.48,14,12.2,-62.2,25.4,36.7
3400,09-02-2020,-2.32,-29.6,-34.1,-4.27,5.52,3.75,-49,6.62,7.9
3600,09-02-2020,-0.382,-25.5,-46.5,-3.98,9.85,6.91,-53,9.48,9.2
4400,09-02-2020,-1.24,-22.5,-56.9,-1.97,-11,-1.35,-51.4,2.45,15.6
900,09-03-2020,-4.13,-31.1,-42.8,4.73,10.9,-8.41,-61.9,12.3,13.2
2500,09-03-2020,4.45,-24.4,-35.3,2.63,13.9,7.74,-61.4,25.9,37.8
3400,09-03-2020,-3.05,-31,-34.1,-5.05,4.29,-0.538,-48.8,5.75,7.34
3600,09-03-2020,-0.686,-26.1,-44.3,-5.53,8.51,9.56,-51.7,8.26,8.07
4400,09-03-2020,-0.876,-23,-52.7,-0.365,-11.3,-1.98,-10.8,0.52,12.2
900,09-04-2020,-5.01,-28.8,-42.2,5.74,11.7,-11.2,-61.2,12,12.2
2500,09-04-2020,5.36,-22.8,-33.7,5.55,16.6,5.78,-62.4,28.5,40.5
3400,09-04-2020,-2.65,-29.4,-31.4,-4.88,5.42,-3.02,-47.6,6.64,8.04
3600,09-04-2020,-1.12,-25.9,-42.6,-5.94,9.49,4.19,-51.7,8.25,7.28
4400,09-04-2020,-2.53,-29.1,-55.2,11.6,-11,-2.62,-0.0239,1.35,13.3
900,09-05-2020,-4.89,-26.7,-42.2,2.89,13.8,-13.4,-61.3,12.3,11.3
2500,09-05-2020,1.72,-23,-29.1,2.51,17,3.1,-62.7,21.4,25.7
3400,09-05-2020,-2.77,-27.4,-29.2,-6.41,5.59,-5.85,-46.1,6.32,7.29
3600,09-05-2020,-1.31,-24.2,-39.7,-5.7,9.79,-0.065,-52.6,8.46,7.41
4400,09-05-2020,-0.912,-27,-50.3,12.8,-7.53,-3.26,-7.22,4.62,16.3
900,09-06-2020,-4.87,-24.9,-43,4.39,15.9,-13.6,-62.4,15,14.4
2500,09-06-2020,0.637,-21.6,-29.5,2.07,19.7,2.27,-62.2,19.3,18.8
3400,09-06-2020,-1.17,-25.3,-26.6,-4.79,7.49,-5.47,-44.7,8.33,9.4
3600,09-06-2020,-0.19,-22.8,-38.7,-4.08,11.7,2.51,-51,10.5,9.57
4400,09-06-2020,-0.0748,-21.3,-45.2,7.74,-3.13,-3.89,-5.9,6.45,15.4
900,09-07-2020,-2.41,-21.5,-41.4,6.2,13.9,-14.8,-61.1,16,17.2
2500,09-07-2020,-1.45,-26.2,-31,-7.12,13.7,8.6,-60.5,11.6,9.53
3400,09-07-2020,-2.62,-30.1,-29.3,-11.6,3.87,2.31,-43.3,2.78,2.14
3600,09-07-2020,-1.3,-26.1,-39.7,-11.9,7.13,9.56,-47.9,5.09,3.46
4400,09-07-2020,-0.436,-16.8,-37.9,-6.36,-10.3,-7.03,-73.2,-1.9,6.42
900,09-08-2020,-6.02,-22.8,-43.6,2.85,18,-16.4,-65.3,14.1,11.5
2500,09-08-2020,-2.39,-18.5,-24.3,-0.687,18.5,-4.47,-65.1,17.2,15.9
3400,09-08-2020,-3.13,-20.3,-26.6,-4.99,6.87,-14.5,-47.7,9.14,11.4
3600,09-08-2020,-2.41,-20.4,-36.7,-4.86,10.9,-4.81,-55.1,10.8,10.8
4400,09-08-2020,1.75,-26.4,-40.2,2.61,6.73,-10.2,75.5,9.27,11.3
900,09-09-2020,-6.18,-20.2,-44.7,3.41,19.6,-16.3,-67,14.2,10.7
2500,09-09-2020,-2.98,-17.5,-22.8,-0.0835,19.7,-6.44,-67.5,17.9,15.9
3400,09-09-2020,-3.7,-17,-27.1,-4.49,6.87,-15.7,-49.3,9.67,12.4
3600,09-09-2020,-2.8,-17.5,-38,-3.84,12,-9.15,-57.9,11.6,11.3
4400,09-09-2020,1.9,-27.9,-38.7,5.19,10.6,-13.3,46.5,13.9,16.7
900,09-10-2020,-3.87,-18,-44.7,5.32,21.9,-13.2,-69.1,16.5,13.1
2500,09-10-2020,-3.54,-16.5,-20.5,2.07,18.8,-5.55,-68.8,17.8,16.6
3400,09-10-2020,-2.86,-15.1,-24,-3.7,6.61,-14.4,-49.1,9.97,13.2
3600,09-10-2020,-1.78,-16.9,-38.3,-0.572,13.2,-9.78,-56.5,13.3,13.4
4400,09-10-2020,-0.581,-22.6,-40.4,5.27,12.3,-16.4,7.33,15.6,18.6
900,09-11-2020,-3.56,-18.3,-43.3,5.8,21.4,-7.63,-70.9,16.9,14
2500,09-11-2020,-4.04,-18,-20,1.54,15.3,-3.06,-69.4,15.3,15.2
3400,09-11-2020,-3.4,-15.3,-27.1,-2.43,4.58,-14.2,-49.6,9.37,14
3600,09-11-2020,-0.962,-16.1,-41.4,0.63,12.5,-7.2,-56.7,13.4,14.1
4400,09-11-2020,2.14,-21.3,-40.4,-3.89,14.9,-19.6,10.3,16.2,17.4
900,09-12-2020,-3.59,-18.8,-44.2,7.11,19,-6.72,-71,16.4,14.7
2500,09-12-2020,-3.72,-15.9,-21.5,2.27,15.6,-1.09,-67.4,16.6,17.5
3400,09-12-2020,-2.66,-13.4,-28.9,1.06,4.84,-12.6,-50.8,10.6,16.2
3600,09-12-2020,-0.606,-14.4,-42.7,0.688,12.7,-6.48,-57.9,13.6,14.4
4400,09-12-2020,0.899,-23.7,-9.8,-1.3,15,-22.7,-18.1,16,17.3
900,09/13/2020,-4.34,-19.9,-48.5,5.29,18.2,-8.19,-71.6,14.4,11.9
2500,09/13/2020,-3.45,-17,-23.5,4.55,17.5,-3.67,-68.7,17.5,17.4
3400,09/13/2020,-3.37,-13.8,-30.9,0.967,5.96,-13.4,-51.4,10.5,14.9
3600,09/13/2020,-1.44,-15.5,-43.4,0.497,14.5,-9.37,-59.2,13.6,12.9
4400,09/13/2020,1.03,-27.9,-10.1,0.986,16.9,-25.9,-22.1,15.8,14.9
900,09/14/2020,-4.05,-22.2,-52.2,5.04,19.2,-6.14,-71.5,15.5,13.2
2500,09/14/2020,-2.85,-18.6,-23.7,7.34,16.8,-0.944,-68.3,17.3,17.9
3400,09/14/2020,-3.97,-16.1,-29,2.21,5.07,-12.7,-50.1,10.5,15.8
3600,09/14/2020,-1.52,-16.7,-44.8,3.73,13.5,-8.74,-58.5,13.8,14.1
4400,09/14/2020,0.768,-30.8,-5.3,-5.96,11.9,-26.9,-22.4,16.6,23.6
900,09/15/2020,-5.35,-24.3,-55.1,4.69,16.4,-4.8,-73,14.5,13.3
2500,09/15/2020,-2.25,-19.9,-23.1,12.5,16.1,-1.78,-70.6,18.2,20.6
3400,09/15/2020,-3.77,-18.2,-27,3.58,4.72,-9.76,-49,10.5,16.1
3600,09/15/2020,-0.951,-18,-44.2,4.69,13,-5.6,-58.7,13.6,14.3
4400,09/15/2020,-1.57,-32.3,-1.52,-2.23,6.37,-27.9,-59.4,15.2,27.8
900,09/16/2020,-6.27,-25.1,-54.4,5.69,14.7,-3.54,-73.5,14.3,14.2
2500,09/16/2020,-2.17,-18.7,-23.9,15.7,15.2,-2.54,-71.6,18.5,22.1
3400,09/16/2020,-3.9,-18.1,-26.6,5.6,4.71,-11.5,-49.9,11.3,17.6
3600,09/16/2020,-1.69,-17.9,-46.4,5.6,12.3,-8.79,-57.3,13.5,14.6
4400,09/16/2020,0.227,-32.8,8.55,0.143,2.7,-28.9,-69.6,16.1,35.1
900,09/17/2020,-6.07,-24.5,-53.7,4.09,13.8,-3.37,-71.1,13.8,13.8
2500,09/17/2020,-1.14,-19.3,-27.5,17.3,16.3,-1.6,-69.8,20,24
3400,09/17/2020,-2.99,-18.3,-25.5,8.24,6.12,-8.67,-49,12.5,18.7
3600,09/17/2020,-1.67,-18.1,-46.3,6.16,13.2,-8.96,-58.8,14.3,15.2
4400,09/17/2020,2.24,-34.1,5.67,0.397,3.07,-29.9,-60,15.5,31.6
900,09/18/2020,-6.01,-25,-55.8,5.12,13.8,-7.19,-70.1,13.8,14
2500,09/18/2020,-0.389,-20.5,-27.7,20.1,17.1,-4.37,-68.4,22.2,27.8
3400,09/18/2020,-1.8,-18.1,-21.8,10,7.23,-8.09,-48.3,13.6,19.6
3600,09/18/2020,-0.973,-18.5,-42.6,8.08,13.6,-10.1,-59.3,15.7,17.4
4400,09/18/2020,0.28,-30.4,8.36,6.87,1.52,-30.9,-52,16.1,34.7
900,09/19/2020,-5.22,-24.8,-55.5,6.63,14.7,-2.71,-70.1,14.6,14.6
2500,09/19/2020,1.7,-20.2,-27.9,22.2,17.9,-2.31,-68.9,23.2,28.9
3400,09/19/2020,-1.22,-18.8,-19.5,11.4,6.7,-7.62,-47.8,14.2,21.4
3600,09/19/2020,-0.0184,-19.5,-42.3,10.7,14.5,-9.35,-59.8,16.7,18.5
4400,09/19/2020,-0.353,-29.7,-27.3,5.64,-0.0579,-31.9,-28.3,13.3,29.2
900,09/20/2020,-4.45,-24.1,-49,10,16.6,-5.83,-70.4,16.4,16.3
2500,09/20/2020,2.25,-19.9,-27.2,22.7,19.3,3.59,-68.2,24,28.9
3400,09/20/2020,-0.694,-19.5,-18.9,13.8,6.81,-6.28,-48.3,15.3,23.4
3600,09/20/2020,0.577,-20,-41.8,11.9,14.3,-7.94,-61,17.4,20
4400,09/20/2020,0.565,-28.5,-36.1,9.48,4.36,-32.9,-27.8,16.1,29.5
900,09/21/2020,-3.92,-23.8,-48.2,11.1,17.7,-7.76,-71,17.4,17.2
2500,09/21/2020,1.82,-20.9,-28.5,23.3,19.9,1.19,-68.3,25.4,31.3
3400,09/21/2020,0.0293,-19.9,-18.8,15.5,8.04,-4.37,-49.9,16.5,24.7
3600,09/21/2020,0.829,-20.4,-41.1,11.5,14.6,-6.22,-61.7,17.5,20
4400,09/21/2020,2.09,-28.4,-38.9,27.7,8.3,-31.9,-29.6,17.7,28.5
900,09/22/2020,-2.51,-24.4,-42.7,13.8,17.8,-9.16,-68.9,19,19.8
2500,09/22/2020,1.57,-20.8,-31.1,22.5,19.7,3.78,-66.3,24.7,29.9
3400,09/22/2020,-0.0946,-20.2,-20,16.4,8.33,-5.07,-48.2,17,25.2
3600,09/22/2020,0.496,-20.9,-43.1,13,15.2,-7.95,-60.3,18.4,21
4400,09/22/2020,0.126,-27.6,-47.7,22.8,8.93,-30.9,-27.5,15.7,23.5
900,09/23/2020,-0.526,-23.9,-41.5,14.1,20.2,-14.1,-67.5,20.9,21.3
2500,09/23/2020,2.48,-20.6,-28.9,22.7,19.6,2.11,-64.9,25,30.7
3400,09/23/2020,0.0263,-20.7,-20.4,15.2,7.97,-0.696,-46.1,16.3,24.3
3600,09/23/2020,1.6,-20.9,-43.1,13.1,16.8,-1.22,-60.2,19.3,21.4
4400,09/23/2020,1.33,-27.7,-57.4,32.1,12.4,-29.9,-22.7,19.4,27.4
900,09/24/2020,0.222,-24.2,-41.5,16.9,22.2,-16.6,-67.6,23.1,23.7
2500,09/24/2020,2.83,-19.1,-27.3,20.1,19.8,-1.08,-63,25.6,31.8
3400,09/24/2020,-0.0591,-21.1,-20.6,14.1,8.06,-1.72,-46.4,16.5,24.4
3600,09/24/2020,1.87,-21,-42,14.1,15.6,-3.12,-59.4,19.4,22.6
4400,09/24/2020,-0.953,-27.3,-57.9,27.8,12.7,-28.9,-46,18.1,24.4
900,09/25/2020,0.518,-23.8,-42.2,16.5,22.3,-14.4,-67.5,23.4,24.2
2500,09/25/2020,2.78,-17.4,-29.1,16.1,20.8,6.1,-62.6,24.9,29.1
3400,09/25/2020,-0.62,-21.3,-23.1,11.7,7.52,-0.758,-46.9,15.3,22.6
3600,09/25/2020,1.4,-21.1,-44.1,12.7,15.5,-0.73,-60.1,18.2,20.5
4400,09/25/2020,-1.13,-26.9,-57.6,19.3,11,-27.9,-57.2,14.2,17.9
900,09/26/2020,0.533,-22.6,-38,16.7,22.3,-17.9,-66.3,23.3,24.1
2500,09/26/2020,2.52,-17.6,-27.8,14.8,20.6,4.09,-63.7,24,27.4
3400,09/26/2020,-0.927,-20.9,-24.6,9.72,8.49,-1.55,-46.7,14.7,20.6
